Condigo da Loja;Função DRE;Resultado DRE
05100409;Impostos;-378,46
05100409;Custo;-2387,98
05100409;Despesa;-1035,91
05100409;Resultado Financeiro;409,17
05100409;Provisão/Perda;-651,81
05100409;PPR;-168,57
05100409;IR/CSLL;-311,07
05100411;Receitas;6249,96
05100411;Impostos;-443,36
05100411;Custo;-2560,59
05100411;Despesa;-585,55
05100411;Resultado Financeiro;231,29
05100411;Provisão/Perda;-414,82
05100411;PPR;-102,59
05100411;IR/CSLL;-658,53
05100413;Receitas;7536,25
05100413;Impostos;-534,61
05100413;Custo;-3783,94
05100413;Despesa;-585,64
05100413;Resultado Financeiro;231,29
05100413;Provisão/Perda;-414,82
05100413;PPR;-108,17
05100413;IR/CSLL;-649,10
05100415;Receitas;10726,16
05100415;Impostos;-760,89
05100415;Custo;-6529,97
05100415;Despesa;-1042,71
05100415;Resultado Financeiro;411,82
05100415;Provisão/Perda;-655,84
05100415;PPR;-176,19
05100415;IR/CSLL;-547,04
05100416;Receitas;6969,96
05100416;Impostos;-494,44
05100416;Custo;-3191,62
05100416;Despesa;-1033,76
05100416;Resultado Financeiro;408,29
05100416;Provisão/Perda;-628,79
05100416;PPR;-169,18
05100416;IR/CSLL;-516,00
05100417;Receitas;9198,12
05100417;Impostos;-652,50
05100417;Custo;-6176,91
05100417;Despesa;-1040,53
05100417;Resultado Financeiro;410,96
05100417;Provisão/Perda;-654,53
05100417;PPR;-178,64
05100417;IR/CSLL;-251,27
05100418;Receitas;7489,20
05100418;Impostos;-531,27
05100418;Custo;-4696,91
05100418;Despesa;-1041,31
05100418;Resultado Financeiro;411,31
05100418;Provisão/Perda;-655,06
05100418;PPR;-170,27
05100418;IR/CSLL;-223,46
05100419;Receitas;12139,46
05100419;Impostos;-861,15
05100419;Custo;-5990,55
05100419;Despesa;-1056,19
05100419;Resultado Financeiro;417,15
05100419;Provisão/Perda;-642,27
05100419;PPR;-177,00
05100419;IR/CSLL;-1062,10
05100421;Receitas;9756,22
05100421;Impostos;-692,09
05100421;Custo;-6455,16
05100421;Despesa;-807,30
05100421;Resultado Financeiro;318,69
05100421;Provisão/Perda;-514,14
05100421;PPR;-146,64
05100421;IR/CSLL;-404,82
05100422;Receitas;10299,60
05100422;Impostos;-730,63
05100422;Custo;-5231,34
05100422;Despesa;-922,99
05100422;Resultado Financeiro;364,57
05100422;Provisão/Perda;-583,95
05100422;PPR;-151,64
05100422;IR/CSLL;-844,15
05100424;Receitas;6711,71
05100424;Impostos;-476,12
05100424;Custo;-5775,02
05100424;Despesa;-788,03
05100424;Resultado Financeiro;311,19
05100424;Provisão/Perda;-502,73
05100424;PPR;-137,10
05100424;IR/CSLL;0,00
05100425;Receitas;7980,11
05100425;Impostos;-566,09
05100425;Custo;-4437,80
05100425;Despesa;-774,47
05100425;Resultado Financeiro;305,80
05100425;Provisão/Perda;-494,53
05100425;PPR;-135,90
05100425;IR/CSLL;-520,62
05100426;Receitas;11415,42
05100426;Impostos;-809,79
05100426;Custo;-6604,81
05100426;Despesa;-911,29
05100426;Resultado Financeiro;359,91
05100426;Provisão/Perda;-576,86
05100426;PPR;-153,88
05100426;IR/CSLL;-754,04
05100427;Receitas;10486,41
05100427;Impostos;-743,89
05100427;Custo;-6331,21
05100427;Despesa;-1046,32
05100427;Resultado Financeiro;413,29
05100427;Provisão/Perda;-658,07
05100427;PPR;-172,53
05100427;IR/CSLL;-540,20
05100428;Receitas;11132,20
05100428;Impostos;-789,70
05100428;Custo;-5635,24
05100428;Despesa;-843,30
05100428;Resultado Financeiro;333,09
05100428;Provisão/Perda;-514,39
05100428;PPR;-138,99
05100428;IR/CSLL;-982,84
05100430;Receitas;7137,25
05100430;Impostos;-506,30
05100430;Custo;-3217,80
05100430;Despesa;-1055,78
05100430;Resultado Financeiro;416,99
05100430;Provisão/Perda;-663,70
05100430;PPR;-172,67
05100430;IR/CSLL;-537,50
05100431;Receitas;7113,94
05100431;Impostos;-504,65
05100431;Custo;-3428,53
05100431;Despesa;-962,23
05100431;Resultado Financeiro;380,00
05100431;Provisão/Perda;-585,75
05100431;PPR;-160,47
05100431;IR/CSLL;-513,74
05100432;Receitas;10348,47
05100432;Impostos;-734,10
05100432;Custo;-5304,05
05100432;Despesa;-962,23
05100432;Resultado Financeiro;380,00
05100432;Provisão/Perda;-585,75
05100432;PPR;-163,26
05100432;IR/CSLL;-826,25
05100434;Receitas;5875,58
05100434;Impostos;-416,80
05100434;Custo;-1974,04
05100434;Despesa;-576,14
05100434;Resultado Financeiro;227,57
05100434;Provisão/Perda;-409,17
05100434;PPR;-100,61
05100434;IR/CSLL;-728,44
05100436;Receitas;8338,49
05100436;Impostos;-591,52
05100436;Custo;-3479,16
05100436;Despesa;-1045,58
05100436;Resultado Financeiro;413,00
05100436;Provisão/Perda;-635,95
05100436;PPR;-168,64
05100436;IR/CSLL;-785,08
05100437;Receitas;11570,86
05100437;Impostos;-820,81
05100437;Custo;-5181,85
05100437;Despesa;-1045,58
05100437;Resultado Financeiro;413,00
05100437;Provisão/Perda;-635,95
05100437;PPR;-170,10
05100437;IR/CSLL;-1145,34
05100438;Receitas;6934,20
05100438;Impostos;-491,90
05100438;Custo;-3624,61
05100438;Despesa;-544,20
05100438;Resultado Financeiro;214,77
05100438;Provisão/Perda;-389,69
05100438;PPR;-113,16
05100438;IR/CSLL;-550,66
05100441;Receitas;7256,20
05100441;Impostos;-514,74
05100441;Custo;-3592,98
05100441;Despesa;-1045,48
05100441;Resultado Financeiro;412,92
05100441;Provisão/Perda;-657,50
05100441;PPR;-170,06
05100441;IR/CSLL;-468,27
05100444;Receitas;11880,87
05100444;Impostos;-842,81
05100444;Custo;-5189,36
05100444;Despesa;-994,01
05100444;Resultado Financeiro;392,63
05100444;Provisão/Perda;-604,96
05100444;PPR;-168,49
05100444;IR/CSLL;-1240,84
05100445;Receitas;8063,17
05100445;Impostos;-571,99
05100445;Custo;-4072,59
05100445;Despesa;-994,33
05100445;Resultado Financeiro;392,68
05100445;Provisão/Perda;-626,71
05100445;PPR;-166,53
05100445;IR/CSLL;-561,28
05100449;Receitas;10346,74
05100449;Impostos;-733,98
05100449;Custo;-4691,48
05100449;Despesa;-986,02
05100449;Resultado Financeiro;389,47
05100449;Provisão/Perda;-621,83
05100449;PPR;-157,86
05100449;IR/CSLL;-983,22
05100450;Receitas;5110,61
05100450;Impostos;-362,54
05100450;Custo;-3821,45
05100450;Despesa;-998,56
05100450;Resultado Financeiro;394,31
05100450;Provisão/Perda;-607,52
05100450;PPR;-176,19
05100450;IR/CSLL;0,00
05100451;Receitas;6637,87
05100451;Impostos;-470,88
05100451;Custo;-3172,90
05100451;Despesa;-1002,51
05100451;Resultado Financeiro;395,98
05100451;Provisão/Perda;-631,74
05100451;PPR;-162,29
05100451;IR/CSLL;-441,97
05100454;Receitas;8923,22
05100454;Impostos;-633,00
05100454;Custo;-4199,64
05100454;Despesa;-529,43
05100454;Resultado Financeiro;209,12
05100454;Provisão/Perda;-381,10
05100454;PPR;-100,13
05100454;IR/CSLL;-912,22
05100455;Receitas;5974,27
05100455;Impostos;-423,80
05100455;Custo;-2345,81
05100455;Despesa;-509,56
05100455;Resultado Financeiro;201,24
05100455;Provisão/Perda;-369,10
05100455;PPR;-95,26
05100455;IR/CSLL;-674,51
05100457;Receitas;7885,18
05100457;Impostos;-559,36
05100457;Custo;-4100,26
05100457;Despesa;-580,35
05100457;Resultado Financeiro;229,23
05100457;Provisão/Perda;-411,69
05100457;PPR;-116,11
05100457;IR/CSLL;-650,85
05100458;Receitas;8868,32
05100458;Impostos;-629,10
05100458;Custo;-4699,23
05100458;Despesa;-502,60
05100458;Resultado Financeiro;198,52
05100458;Provisão/Perda;-364,97
05100458;PPR;-107,41
05100458;IR/CSLL;-766,47
05100459;Receitas;9126,88
05100459;Impostos;-647,44
05100459;Custo;-4905,09
05100459;Despesa;-575,54
05100459;Resultado Financeiro;227,33
05100459;Provisão/Perda;-408,81
05100459;PPR;-119,47
05100459;IR/CSLL;-748,26
05100461;Receitas;9545,82
05100461;Impostos;-677,16
05100461;Custo;-6292,16
05100461;Despesa;-538,35
05100461;Resultado Financeiro;212,64
05100461;Provisão/Perda;-386,45
05100461;PPR;-115,04
05100461;IR/CSLL;-485,17
05100463;Receitas;6265,60
05100463;Impostos;-444,47
05100463;Custo;-2143,34
05100463;Despesa;-465,84
05100463;Resultado Financeiro;184,00
05100463;Provisão/Perda;-342,88
05100463;PPR;-83,61
05100463;IR/CSLL;-823,59
05100464;Receitas;5955,37
05100464;Impostos;-422,46
05100464;Custo;-2456,83
05100464;Despesa;-529,31
05100464;Resultado Financeiro;209,07
05100464;Provisão/Perda;-381,03
05100464;PPR;-93,19
05100464;IR/CSLL;-632,81
05100465;Receitas;8065,10
05100465;Impostos;-572,12
05100465;Custo;-3923,45
05100465;Despesa;-1001,27
05100465;Resultado Financeiro;395,42
05100465;Provisão/Perda;-609,21
05100465;PPR;-165,33
05100465;IR/CSLL;-607,16
05100466;Receitas;9282,66
05100466;Impostos;-658,49
05100466;Custo;-5141,06
05100466;Despesa;-640,45
05100466;Resultado Financeiro;252,90
05100466;Provisão/Perda;-447,71
05100466;PPR;-123,77
05100466;IR/CSLL;-700,06
05100467;Receitas;7396,68
05100467;Impostos;-524,71
05100467;Custo;-3791,26
05100467;Despesa;-529,50
05100467;Resultado Financeiro;209,07
05100467;Provisão/Perda;-381,03
05100467;PPR;-101,55
05100467;IR/CSLL;-631,73
05100468;Receitas;6086,77
05100468;Impostos;-431,78
05100468;Custo;-1748,57
05100468;Despesa;-956,09
05100468;Resultado Financeiro;377,65
05100468;Provisão/Perda;-3307,41
05100468;PPR;-152,62
05100468;IR/CSLL;0,00
05100471;Receitas;6076,94
05100471;Impostos;-431,09
05100471;Custo;-3544,68
05100471;Despesa;-998,82
05100471;Resultado Financeiro;394,45
05100471;Provisão/Perda;-629,41
05100471;PPR;-170,31
05100471;IR/CSLL;-193,34
05100473;Receitas;11148,50
05100473;Impostos;-790,85
05100473;Custo;-5154,07
05100473;Despesa;-1007,17
05100473;Resultado Financeiro;397,78
05100473;Provisão/Perda;-634,48
05100473;PPR;-171,66
05100473;IR/CSLL;-1050,62
05100474;Receitas;7410,51
05100474;Impostos;-525,69
05100474;Custo;-3871,34
05100474;Despesa;-1010,75
05100474;Resultado Financeiro;399,24
05100474;Provisão/Perda;-636,69
05100474;PPR;-163,11
05100474;IR/CSLL;-444,36
05100475;Receitas;6647,50
05100475;Impostos;-471,56
05100475;Custo;-3933,20
05100475;Despesa;-992,23
05100475;Resultado Financeiro;391,92
05100475;Provisão/Perda;-625,56
05100475;PPR;-165,41
05100475;IR/CSLL;-236,15
05100476;Receitas;9024,94
05100476;Impostos;-640,21
05100476;Custo;-5922,22
05100476;Despesa;-1017,06
05100476;Resultado Financeiro;401,66
05100476;Provisão/Perda;-640,37
05100476;PPR;-176,22
05100476;IR/CSLL;-285,81
05100480;Receitas;6982,36
05100480;Impostos;-495,32
05100480;Custo;-3034,51
05100480;Despesa;-982,15
05100480;Resultado Financeiro;387,83
05100480;Provisão/Perda;-597,66
05100480;PPR;-165,06
05100480;IR/CSLL;-581,19
05100481;Custo;-1645,92
05100481;Despesa;-583,81
05100481;Resultado Financeiro;230,60
05100481;Provisão/Perda;-380,12
05100481;PPR;-95,40
05100481;IR/CSLL;0,00
05100483;Receitas;12717,42
05100483;Impostos;-902,15
05100483;Custo;-10159,86
05100483;Despesa;-1009,59
05100483;Resultado Financeiro;398,63
05100483;Provisão/Perda;-635,77
05100483;PPR;-190,20
05100483;IR/CSLL;-60,60
05100485;Receitas;9032,93
05100485;Impostos;-640,78
05100485;Custo;-5317,46
05100485;Despesa;-1176,03
05100485;Resultado Financeiro;464,48
05100485;Provisão/Perda;-735,96
05100485;PPR;-200,13
05100485;IR/CSLL;-395,80
05100486;Receitas;7148,61
05100486;Impostos;-507,11
05100486;Custo;-2617,14
05100486;Despesa;-949,62
05100486;Resultado Financeiro;375,05
05100486;Provisão/Perda;-578,23
05100486;PPR;-155,34
05100486;IR/CSLL;-753,35
05100487;Receitas;6834,78
05100487;Impostos;-484,85
05100487;Custo;-5193,22
05100487;Despesa;-1004,90
05100487;Resultado Financeiro;396,71
05100487;Provisão/Perda;-611,17
05100487;PPR;-185,15
05100487;IR/CSLL;0,00
05100490;Receitas;13476,94
05100490;Impostos;-956,03
05100490;Custo;-4966,41
05100490;Despesa;-1004,34
05100490;Resultado Financeiro;396,71
05100490;Provisão/Perda;-632,84
05100490;PPR;-161,74
05100490;IR/CSLL;-1706,35
05100493;Receitas;7932,14
05100493;Impostos;-562,69
05100493;Custo;-3997,19
05100493;Despesa;-971,72
05100493;Resultado Financeiro;383,78
05100493;Provisão/Perda;-591,51
05100493;PPR;-164,80
05100493;IR/CSLL;-562,47
05100495;Receitas;6607,36
05100495;Impostos;-468,71
05100495;Custo;-3346,87
05100495;Despesa;-1010,13
05100495;Resultado Financeiro;398,99
05100495;Provisão/Perda;-636,32
05100495;PPR;-167,28
05100495;IR/CSLL;-381,93
05100496;Receitas;3409,83
05100496;Impostos;-241,89
05100496;Custo;-2417,20
05100496;Despesa;-965,90
05100496;Resultado Financeiro;381,48
05100496;Provisão/Perda;-588,01
05100496;PPR;-159,74
05100496;IR/CSLL;0,00
05100497;Receitas;8268,24
05100497;Impostos;-586,53
05100497;Custo;-2720,05
05100497;Despesa;-1010,13
05100497;Resultado Financeiro;398,99
05100497;Provisão/Perda;-1026,16
05100497;PPR;-164,97
05100497;IR/CSLL;-876,27
05100498;Receitas;4467,95
05100498;Impostos;-316,95
05100498;Custo;-2811,83
05100498;Despesa;-969,67
05100498;Resultado Financeiro;382,98
05100498;Provisão/Perda;-590,28
05100498;PPR;-159,37
05100498;IR/CSLL;-0,79
05100499;Receitas;8839,81
05100499;Impostos;-627,08
05100499;Custo;-4747,78
05100499;Despesa;-547,51
05100499;Resultado Financeiro;216,26
05100499;Provisão/Perda;-391,96
05100499;PPR;-116,00
05100499;IR/CSLL;-728,25
05100500;Receitas;8153,03
05100500;Impostos;-578,36
05100500;Custo;-4311,09
05100500;Despesa;-494,87
05100500;Resultado Financeiro;195,47
05100500;Provisão/Perda;-360,33
05100500;PPR;-96,11
05100500;IR/CSLL;-695,52
05100502;Receitas;9406,81
05100502;Impostos;-667,30
05100502;Custo;-2939,02
05100502;Despesa;-475,16
05100502;Resultado Financeiro;187,68
05100502;Provisão/Perda;-348,48
05100502;PPR;-87,88
05100502;IR/CSLL;-1408,02
05100505;Receitas;10563,02
05100505;Impostos;-749,32
05100505;Custo;-5470,63
05100505;Despesa;-772,26
05100505;Resultado Financeiro;305,03
05100505;Provisão/Perda;-493,37
05100505;PPR;-130,39
05100505;IR/CSLL;-901,97
05100506;Receitas;1,52
05100506;Impostos;-0,11
05100506;Provisão/Perda;-3437,70
05100506;IR/CSLL;0,00
05100507;Receitas;7369,80
05100507;Impostos;-522,80
05100507;Custo;-3046,79
05100507;Despesa;-1029,08
05100507;Resultado Financeiro;406,44
05100507;Provisão/Perda;-681,31
05100507;PPR;-169,77
05100507;IR/CSLL;-645,26
05100510;Receitas;10522,89
05100510;Impostos;-746,47
05100510;Custo;-5317,45
05100510;Despesa;-502,60
05100510;Resultado Financeiro;198,52
05100510;Provisão/Perda;-364,97
05100510;PPR;-93,57
05100510;IR/CSLL;-1025,19
05100513;Receitas;5924,75
05100513;Impostos;-420,29
05100513;Custo;-1967,87
05100513;Despesa;-529,31
05100513;Resultado Financeiro;209,07
05100513;Provisão/Perda;-381,03
05100513;PPR;-93,19
05100513;IR/CSLL;-760,54
05100515;Receitas;5359,45
05100515;Impostos;-380,19
05100515;Custo;-3522,71
05100515;Despesa;-1120,93
05100515;Resultado Financeiro;442,68
05100515;Provisão/Perda;-702,79
05100515;PPR;-186,61
05100515;IR/CSLL;0,00
05100518;Receitas;16859,69
05100518;Impostos;-1195,99
05100518;Custo;-8359,10
05100518;Despesa;-1010,26
05100518;Resultado Financeiro;399,01
05100518;Provisão/Perda;-636,34
05100518;PPR;-173,70
05100518;IR/CSLL;-1631,74
05100519;Receitas;8833,30
05100519;Impostos;-626,62
05100519;Custo;-4195,33
05100519;Despesa;-781,43
05100519;Resultado Financeiro;308,66
05100519;Provisão/Perda;-532,54
05100519;PPR;-125,41
05100519;IR/CSLL;-798,95
05100521;Receitas;10961,24
05100521;Impostos;-777,57
05100521;Custo;-7243,68
05100521;Despesa;-571,93
05100521;Resultado Financeiro;225,91
05100521;Provisão/Perda;-406,64
05100521;PPR;-128,13
05100521;IR/CSLL;-571,12
05100522;Receitas;6109,31
05100522;Impostos;-433,38
05100522;Custo;-3317,39
05100522;Despesa;-502,69
05100522;Resultado Financeiro;198,52
05100522;Provisão/Perda;-364,97
05100522;PPR;-93,20
05100522;IR/CSLL;-442,71
05100523;Receitas;5946,50
05100523;Impostos;-421,83
05100523;Custo;-1788,51
05100523;Despesa;-916,67
05100523;Resultado Financeiro;362,08
05100523;Provisão/Perda;-580,15
05100523;PPR;-146,37
05100523;IR/CSLL;-680,91
05100524;Receitas;6191,47
05100524;Impostos;-439,21
05100524;Custo;-2447,67
05100524;Despesa;-819,39
05100524;Resultado Financeiro;323,65
05100524;Provisão/Perda;-521,69
05100524;PPR;-134,23
05100524;IR/CSLL;-597,12
05100525;Receitas;5052,92
05100525;Impostos;-358,44
05100525;Custo;-2900,50
05100525;Despesa;-808,64
05100525;Resultado Financeiro;319,18
05100525;Provisão/Perda;-514,89
05100525;PPR;-145,36
05100525;IR/CSLL;-178,69
05100528;Receitas;8535,74
05100528;Impostos;-605,51
05100528;Custo;-4261,00
05100528;Despesa;-915,91
05100528;Resultado Financeiro;361,74
05100528;Provisão/Perda;-557,97
05100528;PPR;-151,33
05100528;IR/CSLL;-667,24
05100529;Receitas;7209,38
05100529;Impostos;-511,42
05100529;Custo;-2413,08
05100529;Despesa;-969,74
05100529;Resultado Financeiro;383,04
05100529;Provisão/Perda;-590,37
05100529;PPR;-153,81
05100529;IR/CSLL;-819,30
05100532;Receitas;8854,47
05100532;Impostos;-628,12
05100532;Custo;-5406,33
05100532;Despesa;-502,60
05100532;Resultado Financeiro;198,52
05100532;Provisão/Perda;-364,97
05100532;PPR;-109,86
05100532;IR/CSLL;-566,11
05100534;Receitas;6406,38
05100534;Impostos;-454,46
05100534;Custo;-3239,20
05100534;Despesa;-700,17
05100534;Resultado Financeiro;276,49
05100534;Provisão/Perda;-483,59
05100534;PPR;-120,85
05100534;IR/CSLL;-467,22
05100536;Receitas;7377,79
05100536;Impostos;-523,37
05100536;Custo;-3379,92
05100536;Despesa;-775,31
05100536;Resultado Financeiro;306,21
05100536;Provisão/Perda;-528,81
05100536;PPR;-127,70
05100536;IR/CSLL;-651,47
05100542;Receitas;8354,29
05100542;Impostos;-592,64
05100542;Custo;-4119,14
05100542;Despesa;-1004,90
05100542;Resultado Financeiro;396,93
05100542;Provisão/Perda;-611,51
05100542;PPR;-165,96
05100542;IR/CSLL;-626,00
05100543;Receitas;10294,72
05100543;Impostos;-730,29
05100543;Custo;-5765,61
05100543;Despesa;-1007,94
05100543;Resultado Financeiro;398,02
05100543;Provisão/Perda;-613,16
05100543;PPR;-176,70
05100543;IR/CSLL;-665,38
05100544;Receitas;8865,88
05100544;Impostos;-628,93
05100544;Custo;-4488,81
05100544;Despesa;-1055,69
05100544;Resultado Financeiro;416,99
05100544;Provisão/Perda;-642,03
05100544;PPR;-174,01
05100544;IR/CSLL;-636,08
05100547;Receitas;4825,34
05100547;Impostos;-342,30
05100547;Custo;-2577,27
05100547;Despesa;-1008,18
05100547;Resultado Financeiro;398,18
05100547;Provisão/Perda;-635,09
05100547;PPR;-166,45
05100547;IR/CSLL;-137,08
05100549;Receitas;3716,17
05100549;Impostos;-263,62
05100549;Custo;-3427,85
05100549;Despesa;-953,80
05100549;Resultado Financeiro;376,59
05100549;Provisão/Perda;-580,57
05100549;PPR;-169,06
05100549;IR/CSLL;0,00
05100550;Receitas;8357,98
05100550;Impostos;-592,90
05100550;Custo;-3438,00
05100550;Despesa;-864,54
05100550;Resultado Financeiro;341,48
05100550;Provisão/Perda;-582,48
05100550;PPR;-141,88
05100550;IR/CSLL;-854,15
05100551;Receitas;5006,29
05100551;Impostos;-355,14
05100551;Custo;-3390,56
05100551;Despesa;-1042,32
05100551;Resultado Financeiro;411,71
05100551;Provisão/Perda;-655,66
05100551;PPR;-169,10
05100551;IR/CSLL;0,00
05100552;Receitas;7420,05
05100552;Impostos;-526,36
05100552;Custo;-3281,09
05100552;Despesa;-806,55
05100552;Resultado Financeiro;318,58
05100552;Provisão/Perda;-492,30
05100552;PPR;-130,72
05100552;IR/CSLL;-693,82
05100553;Receitas;10267,58
05100553;Impostos;-728,36
05100553;Custo;-5112,04
05100553;Despesa;-857,00
05100553;Resultado Financeiro;338,40
05100553;Provisão/Perda;-522,45
05100553;PPR;-148,01
05100553;IR/CSLL;-898,10
05100554;Receitas;6575,23
05100554;Impostos;-466,43
05100554;Custo;-6634,46
05100554;Despesa;-597,12
05100554;Resultado Financeiro;235,75
05100554;Provisão/Perda;-421,61
05100554;PPR;-119,31
05100554;IR/CSLL;0,00
05100556;Receitas;4992,33
05100556;Impostos;-354,15
05100556;Custo;-2084,96
05100556;Despesa;-545,79
05100556;Resultado Financeiro;215,47
05100556;Provisão/Perda;-390,76
05100556;PPR;-106,06
05100556;IR/CSLL;-478,73
05100558;Receitas;5988,28
05100558;Impostos;-424,80
05100558;Custo;-2493,29
05100558;Despesa;-563,02
05100558;Resultado Financeiro;222,39
05100558;Provisão/Perda;-401,28
05100558;PPR;-100,98
05100558;IR/CSLL;-617,75
05100559;Receitas;7344,15
05100559;Impostos;-520,98
05100559;Custo;-3094,82
05100559;Despesa;-550,07
05100559;Resultado Financeiro;217,27
05100559;Provisão/Perda;-393,50
05100559;PPR;-98,79
05100559;IR/CSLL;-805,23
05100561;Receitas;7450,15
05100561;Impostos;-528,50
05100561;Custo;-3615,55
05100561;Despesa;-541,21
05100561;Resultado Financeiro;213,70
05100561;Provisão/Perda;-388,06
05100561;PPR;-103,90
05100561;IR/CSLL;-689,67
05100563;Receitas;14032,82
05100563;Impostos;-995,46
05100563;Custo;-7098,61
05100563;Despesa;-1035,04
05100563;Resultado Financeiro;408,83
05100563;Provisão/Perda;-651,29
05100563;PPR;-173,18
05100563;IR/CSLL;-1244,77
05100565;Receitas;8758,81
05100565;Impostos;-621,33
05100565;Custo;-3393,22
05100565;Despesa;-955,64
05100565;Resultado Financeiro;377,32
05100565;Provisão/Perda;-581,68
05100565;PPR;-166,42
05100565;IR/CSLL;-947,94
05100567;Receitas;7639,46
